CODCLIFOR;TIPOCF;CODREPRES;NOMEFAN;CIDADE;UF;CODMUNICIPIO;TIPOPESSOA;COBRBANC;PRAZOPGTO
2.217;1;3;Cliente 2217;UBATUBA;SP;3555406;2;-1;14
2.218;1;27;Cliente 2218;SÃO PAULO;SP;3550308;2;-1;14
2.219;1;27;Cliente 2219;SÃO PAULO;SP;3550308;2;-1;7
2.220;1;27;Cliente 2220;SÃO PAULO;SP;3550308;2;-1;14
2.221;1;27;Cliente 2221;SÃO PAULO;SP;3550308;2;-1;14
2.223;1;11;Cliente 2223;SÃO PAULO;SP;3550308;2;-1;14
2.224;1;28;Cliente 2224;SÃO PAULO;SP;3550308;2;-1;21
2.225;1;9;Cliente 2225;SÃO PAULO;SP;3550308;2;-1;14
2.226;1;6;Cliente 2226;SÃO PAULO;SP;3550308;1;0;14
2.228;1;27;Cliente 2228;SÃO PAULO;SP;3550308;2;-1;14
2.229;1;9;Cliente 2229;SÃO PAULO;SP;3550308;2;0;0
2.230;1;9;Cliente 2230;SÃO PAULO;SP;3550308;2;0;14
2.231;1;9;Cliente 2231;SÃO PAULO;SP;3550308;2;-1;14
2.232;1;9;Cliente 2232;SÃO PAULO;SP;3550308;2;-1;7
2.233;1;3;Cliente 2233;UBATUBA;SP;3555406;2;-1;14
2.234;1;27;Cliente 2234;SÃO PAULO;SP;3550308;2;-1;14
2.235;1;4;Cliente 2235;UBATUBA;SP;3555406;2;-1;14
2.236;1;3;Cliente 2236;UBATUBA;SP;3555406;2;0;28
2.237;1;9;Cliente 2237;SÃO PAULO;SP;3550308;2;-1;14
2.238;1;30;Cliente 2238;SÃO PAULO;SP;3550308;2;-1;14
2.239;1;27;Cliente 2239;SÃO PAULO;SP;3550308;2;-1;14
2.240;1;9;Cliente 2240;SÃO PAULO;SP;3550308;2;-1;21
2.242;1;28;Cliente 2242;SÃO PAULO;SP;3550308;2;-1;14
2.243;1;28;Cliente 2243;SÃO PAULO;SP;3550308;2;0;0
2.244;1;9;Cliente 2244;SÃO PAULO;SP;3550308;2;-1;7
2.245;1;29;Cliente 2245;SÃO PAULO;SP;3550308;2;-1;21
2.246;1;30;Cliente 2246;SÃO PAULO;SP;3550308;2;-1;14
2.247;1;28;Cliente 2247;SÃO PAULO;SP;3550308;2;-1;14
2.248;1;9;Cliente 2248;SÃO PAULO;SP;3550308;1;0;14
2.249;1;9;Cliente 2249;SÃO PAULO;SP;3550308;2;-1;14
2.250;1;11;Cliente 2250;SÃO PAULO;SP;3550308;2;-1;14
2.251;1;27;Cliente 2251;SÃO PAULO;SP;3550308;2;-1;14
2.252;1;27;Cliente 2252;SÃO PAULO;SP;3550308;2;-1;14
2.253;1;6;Cliente 2253;CAMPOS DO JORDAO;SP;3509700;2;0;0
2.254;1;9;Cliente 2254;SÃO PAULO;SP;3550308;2;-1;14
2.255;1;9;Cliente 2255;SÃO PAULO;SP;3550308;2;-1;14
2.256;1;9;Cliente 2256;SÃO PAULO;SP;3550308;2;0;0
2.257;1;9;Cliente 2257;SAO SEBASTIAO;SP;3550704;2;-1;14
2.258;1;30;Cliente 2258;SÃO PAULO;SP;3550308;2;-1;14
2.259;1;11;Cliente 2259;SÃO PAULO;SP;3550308;2;-1;14
2.260;1;9;Cliente 2260;SÃO PAULO;SP;3550308;2;-1;14
2.261;1;27;Cliente 2261;SÃO PAULO;SP;3550308;2;-1;14
2.262;1;30;Cliente 2262;SÃO PAULO;SP;3550308;2;-1;14
2.263;1;9;Cliente 2263;SÃO PAULO;SP;3550308;2;-1;14
2.264;1;9;Cliente 2264;SAO PAULO;SP;3550308;2;-1;7
2.265;1;28;Cliente 2265;SÃO PAULO;SP;3550308;2;-1;14
2.266;1;9;Cliente 2266;SÃO PAULO;SP;3550308;2;-1;14
2.268;1;9;Cliente 2268;ITANHAEM;SP;3522109;2;-1;21
2.269;1;9;Cliente 2269;SÃO PAULO;SP;3550308;2;-1;14
2.270;1;9;Cliente 2270;SÃO PAULO;SP;3550308;2;-1;14
2.271;1;30;Cliente 2271;SÃO PAULO;SP;3550308;2;-1;21
2.273;1;27;Cliente 2273;SÃO PAULO;SP;3550308;2;-1;7
2.275;1;28;Cliente 2275;SÃO PAULO;SP;3550308;2;-1;14
2.277;1;9;Cliente 2277;SÃO PAULO;SP;3550308;2;0;0
2.278;1;4;Cliente 2278;UBATUBA;SP;3555406;2;-1;14
2.279;1;3;Cliente 2279;UBATUBA;SP;3555406;1;0;14
2.280;1;29;Cliente 2280;SÃO PAULO;SP;3550308;2;-1;14
2.281;1;28;Cliente 2281;SAO PAULO;SP;3550308;2;-1;14
2.282;1;9;Cliente 2282;SÃO PAULO;SP;3550308;2;-1;14
2.283;1;28;Cliente 2283;SÃO PAULO;SP;3550308;2;-1;14
2.284;1;11;Cliente 2284;SÃO PAULO;SP;3550308;2;-1;14
2.285;1;28;Cliente 2285;SÃO PAULO;SP;3550308;2;-1;14
2.286;1;28;Cliente 2286;SÃO PAULO;SP;3550308;2;-1;14
2.287;1;27;Cliente 2287;SÃO PAULO;SP;3550308;2;-1;14
2.289;1;9;Cliente 2289;SÃO PAULO;SP;3550308;2;0;0
2.290;1;9;Cliente 2290;SÃO PAULO;SP;3550308;2;-1;21
2.291;1;27;Cliente 2291;SÃO PAULO;SP;3550308;2;-1;14
2.292;1;9;Cliente 2292;SÃO PAULO;SP;3550308;2;-1;14
2.293;1;17;Cliente 2293;SÃO PAULO;SP;3550308;2;0;0
2.295;1;4;Cliente 2295;UBATUBA;SP;3555406;2;-1;14
2.296;1;9;Cliente 2296;SÃO PAULO;SP;3550308;2;-1;10
2.297;1;32;Cliente 2297;SÃO PAULO;SP;3550308;2;-1;14
2.298;1;28;Cliente 2298;SÃO PAULO;SP;3550308;2;-1;14
2.299;1;11;Cliente 2299;SÃO PAULO;SP;3550308;2;0;0
2.300;1;9;Cliente 2300;SÃO PAULO;SP;3550308;2;0;
2.302;1;28;Cliente 2302;SÃO PAULO;SP;3550308;2;0;0
2.303;1;9;Cliente 2303;SÃO PAULO;SP;3550308;2;-1;14
2.304;1;30;Cliente 2304;SÃO PAULO;SP;3550308;2;-1;14
2.305;1;9;Cliente 2305;SÃO PAULO;SP;3550308;2;-1;14
2.306;1;9;Cliente 2306;SÃO PAULO;SP;3550308;2;-1;14
2.307;1;9;Cliente 2307;SÃO PAULO;SP;3550308;2;-1;14
2.308;1;11;Cliente 2308;SÃO PAULO;SP;3550308;2;-1;28
2.309;1;9;Cliente 2309;SÃO PAULO;SP;3550308;2;0;14
2.311;1;9;Cliente 2311;BARUERI;SP;3505708;2;-1;21
2.312;1;9;Cliente 2312;SÃO PAULO;SP;3550308;2;-1;14
2.313;1;27;Cliente 2313;SÃO PAULO;SP;3550308;2;-1;7
2.314;1;9;Cliente 2314;SÃO PAULO;SP;3550308;2;-1;14
2.315;1;28;Cliente 2315;SÃO PAULO;SP;3550308;2;-1;14
2.316;1;27;Cliente 2316;SÃO PAULO;SP;3550308;2;-1;14
2.317;1;9;Cliente 2317;SÃO PAULO;SP;3550308;2;-1;14
2.318;1;9;Cliente 2318;SÃO PAULO;SP;3550308;2;0;14
2.319;1;9;Cliente 2319;SÃO PAULO;SP;3550308;2;-1;14
2.320;1;28;Cliente 2320;SÃO PAULO;SP;3550308;2;-1;14
2.321;1;9;Cliente 2321;SÃO PAULO;SP;3550308;2;-1;14
2.322;1;9;Cliente 2322;BARUERI;SP;3550708;2;-1;21
2.323;1;9;Cliente 2323;SÃO PAULO;SP;3550308;2;-1;14
2.324;1;9;Cliente 2324;SAO BERNARDO DO CAMPO;SP;3548708;2;-1;14
2.325;1;27;Cliente 2325;TABOAO DA SERRA;SP;3552809;2;-1;7
2.326;1;27;Cliente 2326;SÃO PAULO;SP;3550308;2;-1;10
2.327;1;11;Cliente 2327;SÃO PAULO;SP;3550308;2;0;0
2.328;1;27;Cliente 2328;SÃO PAULO;SP;3550308;2;-1;14
2.329;1;11;Cliente 2329;SÃO PAULO;SP;3550308;2;-1;14
2.330;1;9;Cliente 2330;SÃO PAULO;SP;3550308;2;-1;28
2.331;1;32;Cliente 2331;SÃO PAULO;SP;3550308;2;-1;14
2.333;1;29;Cliente 2333;SÃO PAULO;SP;3550308;2;0;14
2.335;1;28;Cliente 2335;SÃO PAULO;SP;3550308;2;-1;21
2.336;1;32;Cliente 2336;SÃO PAULO;SP;3550308;2;-1;14
2.338;1;9;Cliente 2338;SÃO PAULO;SP;3550308;2;-1;14
2.339;1;3;Cliente 2339;UBATUBA;SP;3555406;2;-1;14
2.341;1;30;Cliente 2341;SÃO PAULO;SP;3550308;2;-1;7
2.342;1;9;Cliente 2342;SÃO PAULO;SP;3550308;1;0;21
2.343;1;28;Cliente 2343;SÃO PAULO;SP;3550308;2;-1;14
2.344;1;9;Cliente 2344;SÃO PAULO;SP;3550308;2;0;0
2.345;1;9;Cliente 2345;SÃO PAULO;SP;3550308;2;-1;21
2.346;1;9;Cliente 2346;SÃO PAULO;SP;3550308;2;0;
2.348;1;9;Cliente 2348;SÃO PAULO;SP;3550308;2;-1;10
2.349;1;9;Cliente 2349;SÃO PAULO;SP;3550308;2;-1;14
2.350;1;28;Cliente 2350;SÃO PAULO;SP;3550308;2;0;0
2.351;1;32;Cliente 2351;SAO PAULO;SP;3550308;2;-1;28
2.352;1;9;Cliente 2352;SÃO PAULO;SP;3550308;2;-1;14
2.353;1;30;Cliente 2353;SAO PAULO;SP;3550308;2;0;14
2.354;1;9;Cliente 2354;SÃO PAULO;SP;3550308;2;-1;14
2.355;1;27;Cliente 2355;SÃO PAULO;SP;3550308;2;-1;14
2.357;1;9;Cliente 2357;SÃO PAULO;SP;3550308;2;-1;14
2.358;1;9;Cliente 2358;SÃO PAULO;SP;3550308;2;-1;14
2.359;1;27;Cliente 2359;SÃO PAULO;SP;3550308;2;-1;14
2.360;1;30;Cliente 2360;SÃO PAULO;SP;3550308;2;-1;14
2.361;1;30;Cliente 2361;SÃO PAULO;SP;3550308;2;-1;14
2.362;1;9;Cliente 2362;SAO PAULO;SP;3550308;2;-1;14
2.363;1;28;Cliente 2363;SÃO PAULO;SP;3550308;2;0;0
2.364;1;9;Cliente 2364;SÃO PAULO;SP;3550308;2;-1;14
2.365;1;6;Cliente 2365;SÃO PAULO;SP;3550308;2;0;7
2.366;1;9;Cliente 2366;SÃO PAULO;SP;3550308;2;0;14
2.367;1;9;Cliente 2367;SÃO PAULO;SP;3550308;2;-1;14
2.368;1;9;Cliente 2368;SÃO PAULO;SP;3550308;2;-1;14
2.370;1;4;Cliente 2370;UBATUBA;SP;3555406;2;-1;14
2.371;1;9;Cliente 2371;SÃO PAULO;SP;3550308;2;0;14
2.372;1;9;Cliente 2372;SÃO PAULO;SP;3550308;2;0;14
2.373;1;9;Cliente 2373;SÃO PAULO;SP;3550308;2;-1;14
2.374;1;9;Cliente 2374;SÃO PAULO;SP;3550308;2;-1;14
2.375;1;9;Cliente 2375;SÃO PAULO;SP;3550308;2;-1;14
2.376;1;9;Cliente 2376;SÃO PAULO;SP;3550308;2;0;0
2.377;1;27;Cliente 2377;SÃO PAULO;SP;3550308;2;0;14
2.378;1;9;Cliente 2378;SÃO PAULO;SP;3550308;2;0;7
2.380;1;9;Cliente 2380;SÃO PAULO;SP;3550308;2;-1;14
2.381;1;9;Cliente 2381;SÃO PAULO;SP;3550308;2;0;0
2.382;1;9;Cliente 2382;SANTO ANDRE;SP;3547809;2;0;
2.383;1;9;Cliente 2383;SÃO PAULO;SP;3550308;2;-1;14
2.384;1;28;Cliente 2384;SÃO PAULO;SP;3550308;2;-1;14
2.385;1;9;Cliente 2385;SÃO PAULO;SP;3550308;2;-1;14
2.386;1;9;Cliente 2386;SÃO PAULO;SP;3550308;2;0;7
2.387;1;11;Cliente 2387;SÃO PAULO;SP;3550308;2;-1;14
2.388;1;9;Cliente 2388;SAO PAULO;SP;3550308;2;0;0
2.390;1;9;Cliente 2390;SÃO PAULO;SP;3550308;1;-1;14
2.391;1;9;Cliente 2391;SÃO PAULO;SP;3550308;2;-1;21
2.392;1;4;Cliente 2392;UBATUBA;SP;3555406;2;-1;28
2.393;1;6;Cliente 2393;SÃO PAULO;SP;3550308;2;0;0
2.394;1;9;Cliente 2394;SÃO PAULO;SP;3550308;2;-1;14
2.395;1;9;Cliente 2395;SÃO PAULO;SP;3550308;2;-1;14
2.396;1;9;Cliente 2396;SÃO PAULO;SP;3550308;2;-1;14
2.398;1;4;Cliente 2398;UBATUBA;SP;3555406;1;0;14
2.399;1;9;Cliente 2399;SÃO PAULO;SP;3550308;2;-1;14
2.400;1;27;Cliente 2400;SÃO PAULO;SP;3550308;2;-1;7
2.401;1;9;Cliente 2401;SÃO PAULO;SP;3550308;2;-1;14
2.402;1;9;Cliente 2402;SÃO PAULO;;3550308;2;0;0
2.403;1;9;Cliente 2403;SÃO PAULO;SP;3550308;2;-1;14
2.404;1;9;Cliente 2404;SÃO PAULO;SP;3550308;2;-1;14
2.405;1;9;Cliente 2405;SÃO PAULO;SP;3550308;2;0;14
2.406;1;9;Cliente 2406;SÃO PAULO;SP;3550308;2;-1;14
2.407;1;3;Cliente 2407;UBATUBA;SP;3555406;2;-1;14
2.408;1;9;Cliente 2408;SÃO PAULO;SP;3550308;2;-1;14
2.409;1;9;Cliente 2409;FRANCISCO MORATO;SP;3516309;2;0;0
2.410;1;29;Cliente 2410;SÃO PAULO;SP;3550308;2;-1;14
2.411;1;9;Cliente 2411;SÃO PAULO;SP;3550308;2;-1;14
2.412;1;11;Cliente 2412;SÃO PAULO;SP;3550308;2;-1;14
2.413;1;9;Cliente 2413;SÃO PAULO;SP;3550308;2;0;14
2.414;1;9;Cliente 2414;SÃO PAULO;SP;3550308;2;-1;14
2.415;1;9;Cliente 2415;SÃO PAULO;SP;3550308;2;0;
2.416;1;27;Cliente 2416;SÃO PAULO;SP;3550308;2;-1;14
2.417;1;27;Cliente 2417;SÃO PAULO;SP;3550308;2;-1;14
2.418;1;9;Cliente 2418;SAO PAULO;SP;3550308;2;-1;7
2.419;1;27;Cliente 2419;SÃO PAULO;SP;3550308;2;-1;14
2.420;1;9;Cliente 2420;SÃO PAULO;SP;3550308;2;-1;7
2.421;1;32;Cliente 2421;SÃO PAULO;SP;3550308;2;-1;14
2.422;1;28;Cliente 2422;SÃO PAULO;SP;3550308;2;-1;14
2.423;1;27;Cliente 2423;SÃO PAULO;SP;3550308;2;-1;14
2.424;1;9;Cliente 2424;SÃO PAULO;SP;3550308;2;0;14
2.425;1;9;Cliente 2425;SÃO PAULO;SP;3550308;2;0;0
2.426;1;27;Cliente 2426;SÃO PAULO;SP;3550308;2;-1;14
2.427;1;9;Cliente 2427;SÃO PAULO;SP;3550308;2;-1;14
2.428;1;28;Cliente 2428;SÃO PAULO;SP;3550308;2;-1;14
2.429;1;9;Cliente 2429;SÃO PAULO;SP;3550308;2;-1;14
2.430;1;28;Cliente 2430;SÃO PAULO;SP;3550308;2;0;0
2.431;1;9;Cliente 2431;SÃO PAULO;SP;3550308;2;0;14
2.432;1;9;Cliente 2432;SÃO PAULO;SP;3550308;2;-1;14
2.433;1;28;Cliente 2433;SÃO PAULO;SP;3550308;2;-1;21
2.434;1;9;Cliente 2434;SÃO PAULO;SP;3550308;2;-1;14
2.436;1;9;Cliente 2436;SÃO PAULO;SP;3550308;2;-1;14
2.437;1;9;Cliente 2437;SÃO PAULO;SP;3550308;2;-1;21
2.438;1;9;Cliente 2438;SÃO PAULO;SP;3550308;2;-1;14
2.440;1;9;Cliente 2440;SÃO PAULO;SP;3550308;2;-1;14
2.441;1;24;Cliente 2441;SÃO PAULO;SP;3550308;2;0;0
2.442;1;9;Cliente 2442;SÃO PAULO;SP;3550308;2;-1;7
2.443;1;9;Cliente 2443;SÃO PAULO;SP;3550308;2;-1;21
2.444;1;9;Cliente 2444;SÃO PAULO;SP;3550308;2;0;0
2.445;1;17;Cliente 2445;SÃO PAULO;SP;3550308;2;-1;14
2.446;1;28;Cliente 2446;SÃO PAULO;SP;3550308;2;0;0
2.448;1;9;Cliente 2448;SÃO PAULO;SP;3550308;2;-1;15
2.449;1;9;Cliente 2449;SÃO PAULO;SP;3550308;2;-1;14
2.451;1;28;Cliente 2451;SÃO PAULO;SP;3550308;2;-1;14
2.452;1;9;Cliente 2452;SÃO PAULO;SP;3550308;2;-1;21
2.453;1;28;Cliente 2453;SÃO PAULO;SP;3550308;2;-1;14
2.454;1;34;Cliente 2454;SÃO PAULO;SP;3550308;2;0;
2.455;1;9;Cliente 2455;SÃO PAULO;SP;3550308;2;0;0
2.456;1;27;Cliente 2456;SÃO PAULO;SP;3550308;2;-1;14
2.458;1;9;Cliente 2458;SÃO PAULO;SP;3550308;2;-1;14
2.459;1;9;Cliente 2459;SÃO PAULO;SP;3550308;2;-1;21
2.461;1;11;Cliente 2461;SÃO PAULO;SP;3550308;2;-1;14
2.462;1;28;Cliente 2462;SÃO PAULO;SP;3550308;2;-1;14
2.463;1;9;Cliente 2463;SAO PAULO;SP;3550308;2;-1;10
2.464;1;9;Cliente 2464;BERTIOGA;SP;3506359;2;0;0
2.465;1;9;Cliente 2465;SÃO PAULO;SP;3550308;2;-1;21
2.466;1;31;Cliente 2466;SÃO PAULO;SP;3550308;1;0;14
2.467;1;9;Cliente 2467;SÃO PAULO;SP;3550308;1;0;0
2.468;1;22;Cliente 2468;SÃO PAULO;SP;3550308;1;0;0
2.469;1;9;Cliente 2469;SÃO PAULO;SP;3550308;1;0;0
2.470;1;9;Cliente 2470;SÃO PAULO;SP;3550308;1;0;14
2.471;1;9;Cliente 2471;SÃO PAULO;SP;3550308;2;0;0
2.472;1;27;Cliente 2472;SÃO PAULO;SP;3550308;2;-1;14
2.473;1;9;Cliente 2473;SÃO PAULO;SP;3550308;2;0;28
2.474;1;9;Cliente 2474;SÃO PAULO;SP;3550308;2;0;14
2.475;1;9;Cliente 2475;SÃO PAULO;SP;3550308;1;0;0
2.476;1;9;Cliente 2476;SÃO PAULO;SP;3550308;2;0;14
2.479;1;9;Cliente 2479;SÃO PAULO;SP;3550308;2;0;14
2.480;1;9;Cliente 2480;SÃO PAULO;SP;3550308;1;0;0
2.481;1;9;Cliente 2481;SÃO PAULO;SP;3550308;1;0;0
2.482;1;9;Cliente 2482;SÃO PAULO;SP;3550308;1;0;0
2.483;1;31;Cliente 2483;SÃO PAULO;SP;3550308;1;0;0
2.484;1;9;Cliente 2484;SÃO PAULO;SP;3550308;1;0;0
2.485;1;9;Cliente 2485;SÃO PAULO;SP;3550308;1;0;0
2.486;1;9;Cliente 2486;SÃO PAULO;SP;3550308;1;0;0
2.487;1;9;Cliente 2487;SÃO PAULO;SP;3550308;1;0;0
2.488;1;9;Cliente 2488;SÃO PAULO;SP;3550308;1;0;0
2.489;1;9;Cliente 2489;SÃO PAULO;SP;3550308;2;0;14
2.490;1;22;Cliente 2490;SÃO PAULO;SP;3550308;1;0;0
2.491;1;31;Cliente 2491;SÃO PAULO;SP;3550308;2;0;0
2.492;1;22;Cliente 2492;SÃO PAULO;SP;3550308;1;0;0
2.493;1;9;Cliente 2493;SÃO PAULO;SP;3550308;1;0;0
2.494;1;9;Cliente 2494;SÃO PAULO;SP;3550308;2;0;0
2.495;1;9;Cliente 2495;SÃO PAULO;SP;3550308;2;0;0
2.496;1;9;Cliente 2496;SÃO PAULO;SP;3550308;1;0;14
2.497;1;9;Cliente 2497;SÃO PAULO;SP;3550308;2;0;0
2.498;1;9;Cliente 2498;SÃO PAULO;SP;3550308;1;0;7
2.499;1;9;Cliente 2499;SÃO PAULO;SP;3550308;2;0;14
2.500;1;22;Cliente 2500;SÃO PAULO;SP;3550308;2;0;14
2.501;1;9;Cliente 2501;SÃO PAULO;SP;3550308;1;0;0
2.502;1;9;Cliente 2502;SÃO PAULO;SP;3550308;2;0;14
2.503;1;29;Cliente 2503;SÃO PAULO;SP;3550308;2;-1;14
2.505;1;27;Cliente 2505;SÃO PAULO;SP;3550308;2;-1;14
2.506;1;29;Cliente 2506;SÃO PAULO;SP;3550308;2;-1;14
2.507;1;9;Cliente 2507;SÃO PAULO;SP;3550308;2;0;0
2.508;1;9;Cliente 2508;SÃO PAULO;SP;3550308;2;-1;7
2.509;1;22;Cliente 2509;SÃO PAULO;SP;3550308;2;0;0
2.510;1;9;Cliente 2510;SÃO PAULO;SP;3550308;1;0;0
2.511;1;9;Cliente 2511;SÃO PAULO;SP;3550308;1;0;0
2.512;1;31;Cliente 2512;SÃO PAULO;SP;3550308;1;0;0
2.513;1;9;Cliente 2513;SÃO PAULO;SP;3550308;2;0;0
2.514;1;31;Cliente 2514;SÃO PAULO;SP;3550308;1;0;0
2.515;1;9;Cliente 2515;SÃO PAULO;SP;3550308;2;0;0
2.516;1;9;Cliente 2516;SÃO PAULO;;3550308;1;0;0
2.517;1;9;Cliente 2517;SANTO ANDRE;SP;3547809;1;0;0
2.518;1;9;Cliente 2518;SÃO PAULO;SP;3550308;2;0;14
2.519;1;9;Cliente 2519;SÃO PAULO;SP;3550308;2;-1;14
2.520;1;9;Cliente 2520;SÃO PAULO;SP;3550308;1;0;0
2.521;1;9;Cliente 2521;SÃO PAULO;SP;3550308;1;0;0
2.522;1;9;Cliente 2522;SANTO ANDRE;SP;3547809;1;0;0
2.523;1;22;Cliente 2523;SÃO PAULO;;3550308;1;0;0
2.524;1;9;Cliente 2524;SÃO PAULO;;3550308;2;0;0
2.525;1;9;Cliente 2525;SÃO PAULO;SP;3550308;2;0;0
2.526;1;9;Cliente 2526;SAO PAULO;SP;3550308;2;-1;10
2.527;1;9;Cliente 2527;SÃO PAULO;SP;3550308;2;-1;14
2.529;1;9;Cliente 2529;SÃO PAULO;SP;3550308;2;0;0
2.530;1;9;Cliente 2530;SÃO PAULO;SP;3550308;2;0;0
2.531;1;9;Cliente 2531;SÃO PAULO;SP;3550308;2;-1;14
2.532;1;9;Cliente 2532;SÃO PAULO;SP;3550308;2;-1;14
2.533;1;9;Cliente 2533;SÃO PAULO;SP;3550308;2;-1;14
2.534;1;30;Cliente 2534;SÃO PAULO;SP;3550308;2;-1;14
2.535;1;9;Cliente 2535;SÃO PAULO;SP;3550308;1;0;0
2.536;1;9;Cliente 2536;SÃO PAULO;SP;3550308;1;0;0
2.538;1;9;Cliente 2538;SÃO PAULO;SP;3550308;2;0;0
2.539;1;9;Cliente 2539;SÃO PAULO;SP;3550308;2;0;0
2.540;1;9;Cliente 2540;SÃO PAULO;SP;3550308;2;-1;14
2.541;1;9;Cliente 2541;SÃO PAULO;SP;3550308;2;0;0
2.542;1;9;Cliente 2542;SÃO PAULO;SP;3550308;2;-1;14
2.543;1;9;Cliente 2543;SÃO PAULO;SP;3550308;2;0;0
2.545;1;9;Cliente 2545;SÃO PAULO;SP;3550308;1;0;0
2.546;1;9;Cliente 2546;SÃO PAULO;SP;3550308;1;0;0
2.547;1;9;Cliente 2547;SÃO PAULO;;3550308;2;0;0
2.548;1;9;Cliente 2548;SÃO PAULO;SP;3550308;2;0;0
2.549;1;9;Cliente 2549;SÃO PAULO;SP;3550308;2;0;0
2.550;1;4;Cliente 2550;UBATUBA;SP;3555406;2;-1;14
2.551;1;28;Cliente 2551;SÃO PAULO;SP;3550308;2;-1;14
2.552;1;9;Cliente 2552;SÃO PAULO;SP;3550308;2;-1;7
2.554;1;22;Cliente 2554;SÃO PAULO;;3550308;1;0;0
2.555;1;9;Cliente 2555;SÃO PAULO;SP;3550308;2;-1;14
2.556;1;9;Cliente 2556;SÃO PAULO;SP;3550308;2;-1;14
2.557;1;9;Cliente 2557;SÃO PAULO;SP;3550308;2;-1;14
2.558;1;9;Cliente 2558;GUARULHOS;SP;3518800;2;0;1
2.559;1;27;Cliente 2559;SAO PAULO;SP;3550308;2;-1;14
2.560;1;9;Cliente 2560;SAO PAULO;SP;3550308;2;-1;21
2.561;1;9;Cliente 2561;SAO PAULO;SP;3550308;2;0;0
2.562;1;32;Cliente 2562;SAO PAULO;SP;3550308;2;-1;7
2.563;1;9;Cliente 2563;SAO PAULO;SP;3550308;2;-1;0
2.565;1;9;Cliente 2565;SAO PAULO;SP;;2;0;0
2.568;1;9;Cliente 2568;SAO PAULO;SP;3550308;2;-1;0
2.573;1;9;Cliente 2573;SAO PAULO;SP;3550308;2;0;0
2.574;1;9;Cliente 2574;SAO PAULO;SP;;2;-1;0
2.575;1;9;Cliente 2575;SAO PAULO;SP;;2;0;0
2.579;1;9;Cliente 2579;SAO PAULO;SP;;2;-1;0
2.580;1;27;Cliente 2580;SÃO PAULO;SP;3550308;2;-1;14
2.581;1;9;Cliente 2581;DIADEMA;SP;3513801;2;0;14
2.586;1;9;Cliente 2586;SAO PAULO;SP;3550308;2;-1;21
2.587;1;9;Cliente 2587;SAO PAULO;SP;3522208;2;-1;0
2.588;1;9;Cliente 2588;SAO PAULO;SP;3550308;2;-1;14
2.589;1;9;Cliente 2589;SAO PAULO;SP;3550308;2;0;0
2.590;1;9;Cliente 2590;SAO PAULO;SP;3550308;2;-1;14
2.591;1;9;Cliente 2591;SAO PAULO;SP;3550308;2;-1;14
2.592;1;9;Cliente 2592;SÃO PAULO;SP;3550308;2;-1;0
2.596;1;9;Cliente 2596;SÃO PAULO;SP;3550308;2;-1;14
2.597;1;9;Cliente 2597;SAO PAULO;SP;3550308;2;-1;21
2.598;1;9;Cliente 2598;SAO PAULO;SP;3550308;2;-1;14
2.599;1;9;Cliente 2599;SAO PAULO;SP;3550308;2;0;0
2.601;1;9;Cliente 2601;SAO PAULO;SP;;2;-1;0
2.603;1;9;Cliente 2603;SAO PAULO;SP;3550308;2;-1;14
2.604;1;9;Cliente 2604;SAO PAULO;SP;;2;0;0
2.606;1;;Cliente 2606;SAO PAULO;SP;3550308;1;-1;14
2.607;1;27;Cliente 2607;SÃO PAULO;SP;3550308;2;-1;14
2.610;1;9;Cliente 2610;;SP;;2;-1;0
2.615;1;32;Cliente 2615;SAO PAULO;SP;3550308;2;-1;14
2.616;1;9;Cliente 2616;SÃO PAULO;SP;3550308;2;-1;14
2.617;1;27;Cliente 2617;SÃO PAULO;SP;3550308;2;-1;14
2.618;1;9;Cliente 2618;SAO PAULO;SP;;2;-1;0
2.619;1;33;Cliente 2619;SAO PAULO;SP;3550308;2;-1;14
2.622;1;9;Cliente 2622;SAO PAULO;SP;3550308;2;-1;14
2.623;1;9;Cliente 2623;SAO PAULO;SP;3550308;2;-1;10
2.624;1;27;Cliente 2624;SAO PAULO;SP;3550308;2;-1;14
2.625;1;27;Cliente 2625;SAO PAULO;SP;3550308;2;-1;14
2.626;1;9;Cliente 2626;SAO PAULO;SP;3550308;2;0;0
2.627;1;27;Cliente 2627;SAO PAULO;SP;3550308;2;-1;14
2.628;1;32;Cliente 2628;SAO PAULO;SP;3550308;2;-1;28
2.629;1;9;Cliente 2629;SAO PAULO;SP;3550308;2;-1;14
2.630;1;9;Cliente 2630;SAO PAULO;SP;3550308;2;-1;14
2.631;1;9;Cliente 2631;SAO PAULO;SP;3550308;2;-1;7
2.632;1;9;Cliente 2632;SAO PAULO;SP;3550308;2;-1;14
2.633;1;11;Cliente 2633;SAO PAULO;SP;3550308;2;-1;14
2.634;1;9;Cliente 2634;SAO PAULO;SP;3500105;2;-1;0
2.635;1;32;Cliente 2635;SAO PAULO;SP;3550308;2;-1;14
2.636;1;;Cliente 2636;sao paulo;SP;;2;0;0
2.637;1;;Cliente 2637;;SP;;2;-1;0
2.638;1;6;Cliente 2638;SAO ROQUE;SP;;2;-1;0
2.639;1;;Cliente 2639;SÃO PAULO;SP;;2;-1;0
2.640;1;;Cliente 2640;;SP;;2;0;0
2.641;1;;Cliente 2641;;SP;;2;-1;0
2.642;1;;Cliente 2642;;SP;;1;-1;0
2.643;1;;Cliente 2643;;SP;;2;-1;0
