CODPROD;NOMEPROD;CODFORNE;UNIDADE;ALIQICMS;VALCUSTO;VALVENDA;QTDEMIN;QTDEESTQ;GRUPO;CLASSESTQ;COMISSAO;PESOBRUTO
2.475;PRODUTO 2475;333;4;4,0;25,11;41,90;2,000;6,000;9;D;0,0000;1,200
2.476;PRODUTO 2476;333;4;4,0;19,75;29,90;0,000;3,000;9;D;0,0000;0,800
2.477;PRODUTO 2477;333;4;4,0;26,87;39,50;0,000;11,000;9;D;0,0000;0,800
2.478;PRODUTO 2478;37;4;18,0;5,32;7,20;6,000;21,000;7;C;0,0000;0,210
2.479;PRODUTO 2479;428;4;18,0;10,20;14,90;3,000;0,000;1;C;0,0000;0,500
2.480;PRODUTO 2480;243;4;0,0;12,50;21,70;28,000;114,000;7;C;0,0000;0,500
2.481;PRODUTO 2481;431;4;25,0;30,23;43,90;0,000;5,000;9;C;0,0000;1,500
2.482;PRODUTO 2482;431;4;25,0;30,23;43,90;0,000;4,000;9;C;0,0000;1,500
2.483;PRODUTO 2483;431;4;25,0;19,50;43,90;0,000;2,000;9;C;0,0000;1,500
2.484;PRODUTO 2484;431;4;25,0;19,90;43,90;0,000;5,000;9;C;0,0000;1,500
2.485;PRODUTO 2485;431;4;25,0;19,50;43,90;0,000;5,000;9;C;0,0000;1,500
2.486;PRODUTO 2486;431;4;25,0;19,50;43,90;2,000;2,000;9;C;0,0000;1,500
2.487;PRODUTO 2487;333;4;4,0;19,75;28,90;0,000;5,000;9;D;0,0000;0,700
2.500;PRODUTO 2500;416;4;0,0;7,60;9,90;4,000;4,000;7;C;0,0000;0,250
2.501;PRODUTO 2501;2;4;0,0;13,00;16,00;3,000;0,000;8;C;0,0000;0,156
2.502;PRODUTO 2502;267;4;0,0;18,75;24,00;0,000;16,000;7;C;0,0000;0,210
2.503;PRODUTO 2503;267;4;0,0;14,05;18,50;2,000;13,000;7;C;0,0000;0,210
2.510;PRODUTO 2510;2;4;0,0;;;0,000;0,000;8;C;0,0000;
2.520;PRODUTO 2520;2;4;0,0;13,70;17,80;2,000;6,000;8;C;0,0000;0,182
2.521;PRODUTO 2521;2;4;0,0;11,00;15,00;8,000;35,000;7;C;0,0000;0,230
2.525;PRODUTO 2525;410;4;0,0;18,00;23,50;2,000;11,000;5;C;0,0000;0,432
2.526;PRODUTO 2526;195;4;18,0;6,30;7,60;0,000;0,000;7;C;0,0000;1,042
2.527;PRODUTO 2527;435;4;4,0;19,50;25,50;5,000;17,000;7;C;0,0000;0,620
2.528;PRODUTO 2528;435;4;4,0;15,00;19,50;5,000;4,000;7;C;0,0000;0,260
2.529;PRODUTO 2529;435;4;4,0;19,00;24,70;5,000;5,000;7;C;0,0000;0,480
2.530;PRODUTO 2530;435;4;4,0;2,42;3,50;5,000;1,000;7;C;0,0000;0,065
2.531;PRODUTO 2531;435;4;4,0;14,00;18,20;5,000;2,000;7;C;0,0000;0,110
2.532;PRODUTO 2532;435;4;4,0;14,00;18,20;5,000;2,000;7;C;0,0000;0,105
2.533;PRODUTO 2533;435;4;4,0;15,00;19,50;5,000;1,000;7;C;0,0000;0,266
2.534;PRODUTO 2534;435;4;4,0;15,00;19,50;5,000;2,000;7;C;0,0000;0,266
2.535;PRODUTO 2535;435;4;4,0;15,00;19,50;5,000;1,000;7;C;0,0000;0,260
2.536;PRODUTO 2536;435;4;0,0;12,00;15,60;5,000;1,000;7;C;0,0000;0,078
2.537;PRODUTO 2537;294;1;18,0;45,00;69,00;2,000;3,192;7;C;0,0000;0,000
2.538;PRODUTO 2538;294;1;18,0;24,60;44,90;2,000;5,340;7;C;0,0000;0,000
2.539;PRODUTO 2539;387;4;0,0;4,00;5,50;3,000;4,000;8;C;0,0000;0,850
2.540;PRODUTO 2540;387;4;0,0;4,00;5,50;3,000;0,000;8;C;0,0000;0,085
2.541;PRODUTO 2541;294;1;18,0;47,50;75,90;0,000;3,645;10;C;0,0000;0,000
3.100;PRODUTO 3100;312;4;0,0;48,10;40,00;2,000;56,000;7;C;0,0000;1,100
3.102;PRODUTO 3102;416;4;18,0;11,63;15,10;3,000;0,000;2;C;0,0000;0,265
3.103;PRODUTO 3103;416;4;18,0;17,54;21,90;2,000;0,000;2;C;0,0000;0,315
3.105;PRODUTO 3105;387;4;0,0;15,10;21,00;0,000;7,000;8;C;0,0000;0,500
3.106;PRODUTO 3106;387;4;0,0;20,50;26,65;2,000;0,000;8;C;0,0000;0,000
3.107;PRODUTO 3107;51;4;0,0;13,30;17,30;3,000;0,000;8;D;0,0000;1,000
3.108;PRODUTO 3108;51;4;0,0;7,20;9,40;0,000;28,000;8;D;0,0000;0,402
3.109;PRODUTO 3109;424;4;12,0;8,67;11,30;5,000;16,000;8;C;0,0000;0,195
3.110;PRODUTO 3110;426;4;;1,25;2,50;6,000;69,000;9;D;0,0000;0,550
3.111;PRODUTO 3111;426;4;;1,85;2,50;4,000;92,000;9;D;0,0000;0,530
3.112;PRODUTO 3112;424;4;12,0;4,60;7,00;7,000;30,000;8;C;0,0000;0,156
3.113;PRODUTO 3113;424;4;;14,95;19,50;0,000;0,000;8;C;0,0000;0,542
3.115;PRODUTO 3115;424;4;12,0;6,95;8,50;6,000;8,000;8;C;0,0000;0,112
3.116;PRODUTO 3116;387;4;0,0;6,00;7,80;2,000;2,000;8;C;0,0000;0,000
3.117;PRODUTO 3117;387;4;0,0;22,00;29,60;3,000;0,000;8;C;0,0000;0,160
3.118;PRODUTO 3118;387;4;0,0;22,00;29,60;3,000;1,000;8;C;0,0000;0,160
3.119;PRODUTO 3119;340;4;0,0;8,30;11,00;2,000;11,000;7;D;0,0000;0,000
3.120;PRODUTO 3120;413;4;0,0;19,04;26,00;3,000;3,000;7;C;0,0000;0,330
